year,population,region,deathCause,deaths
1999,38263303,POLSKA,choroby układu krążenia - choroba niedokrwienna serca,57071
2000,38253955,POLSKA,choroby układu krążenia - choroba niedokrwienna serca,55575
2001,38242197,POLSKA,choroby układu krążenia - choroba niedokrwienna serca,53760
2002,38218531,POLSKA,choroby układu krążenia - choroba niedokrwienna serca,51469
2003,38190608,POLSKA,choroby układu krążenia - choroba niedokrwienna serca,51677
2004,38173835,POLSKA,choroby układu krążenia - choroba niedokrwienna serca,49753
2005,38157055,POLSKA,choroby układu krążenia - choroba niedokrwienna serca,49773
2006,38125479,POLSKA,choroby układu krążenia - choroba niedokrwienna serca,50029
2007,38115641,POLSKA,choroby układu krążenia - choroba niedokrwienna serca,48266
2008,38135876,POLSKA,choroby układu krążenia - choroba niedokrwienna serca,48909
2009,38167329,POLSKA,choroby układu krążenia - choroba niedokrwienna serca,47775
2010,38529866,POLSKA,choroby układu krążenia - choroba niedokrwienna serca,45832
2011,38538447,POLSKA,choroby układu krążenia - choroba niedokrwienna serca,46344
2012,38533299,POLSKA,choroby układu krążenia - choroba niedokrwienna serca,44677
2013,38495659,POLSKA,choroby układu krążenia - choroba niedokrwienna serca,40869
2014,38478602,POLSKA,choroby układu krążenia - choroba niedokrwienna serca,38538
2015,38437239,POLSKA,choroby układu krążenia - choroba niedokrwienna serca,39359
2016,38432992,POLSKA,choroby układu krążenia - choroba niedokrwienna serca,39131
2017,38433558,POLSKA,choroby układu krążenia - choroba niedokrwienna serca,44716
2018,38411148,POLSKA,choroby układu krążenia - choroba niedokrwienna serca,43371
2019,38382576,POLSKA,choroby układu krążenia - choroba niedokrwienna serca,45434
2020,38265013,POLSKA,choroby układu krążenia - choroba niedokrwienna serca,54403
1999,38263303,POLSKA,choroby układu krążenia - choroby naczyń mózgowych,42183
2000,38253955,POLSKA,choroby układu krążenia - choroby naczyń mózgowych,41443
2001,38242197,POLSKA,choroby układu krążenia - choroby naczyń mózgowych,42071
2002,38218531,POLSKA,choroby układu krążenia - choroby naczyń mózgowych,41033
2003,38190608,POLSKA,choroby układu krążenia - choroby naczyń mózgowych,40407
2004,38173835,POLSKA,choroby układu krążenia - choroby naczyń mózgowych,39749
2005,38157055,POLSKA,choroby układu krążenia - choroby naczyń mózgowych,39012
2006,38125479,POLSKA,choroby układu krążenia - choroby naczyń mózgowych,38381
2007,38115641,POLSKA,choroby układu krążenia - choroby naczyń mózgowych,37933
2008,38135876,POLSKA,choroby układu krążenia - choroby naczyń mózgowych,37248
2009,38167329,POLSKA,choroby układu krążenia - choroby naczyń mózgowych,36364
2010,38529866,POLSKA,choroby układu krążenia - choroby naczyń mózgowych,35570
2011,38538447,POLSKA,choroby układu krążenia - choroby naczyń mózgowych,35562
2012,38533299,POLSKA,choroby układu krążenia - choroby naczyń mózgowych,34541
2013,38495659,POLSKA,choroby układu krążenia - choroby naczyń mózgowych,32762
2014,38478602,POLSKA,choroby układu krążenia - choroby naczyń mózgowych,31009
2015,38437239,POLSKA,choroby układu krążenia - choroby naczyń mózgowych,30475
2016,38432992,POLSKA,choroby układu krążenia - choroby naczyń mózgowych,29068
2017,38433558,POLSKA,choroby układu krążenia - choroby naczyń mózgowych,30630
2018,38411148,POLSKA,choroby układu krążenia - choroby naczyń mózgowych,29951
2019,38382576,POLSKA,choroby układu krążenia - choroby naczyń mózgowych,28875
2020,38265013,POLSKA,choroby układu krążenia - choroby naczyń mózgowych,32540
1999,38263303,POLSKA,choroby układu krążenia - miażdżyca,34935
2000,38253955,POLSKA,choroby układu krążenia - miażdżyca,30238
2001,38242197,POLSKA,choroby układu krążenia - miażdżyca,29511
2002,38218531,POLSKA,choroby układu krążenia - miażdżyca,29866
2003,38190608,POLSKA,choroby układu krążenia - miażdżyca,33140
2004,38173835,POLSKA,choroby układu krążenia - miażdżyca,31770
2005,38157055,POLSKA,choroby układu krążenia - miażdżyca,31667
2006,38125479,POLSKA,choroby układu krążenia - miażdżyca,30201
2007,38115641,POLSKA,choroby układu krążenia - miażdżyca,33601
2008,38135876,POLSKA,choroby układu krążenia - miażdżyca,32879
2009,38167329,POLSKA,choroby układu krążenia - miażdżyca,33179
2010,38529866,POLSKA,choroby układu krążenia - miażdżyca,31383
2011,38538447,POLSKA,choroby układu krążenia - miażdżyca,26552
2012,38533299,POLSKA,choroby układu krążenia - miażdżyca,31206
2013,38495659,POLSKA,choroby układu krążenia - miażdżyca,36228
2014,38478602,POLSKA,choroby układu krążenia - miażdżyca,35553
2015,38437239,POLSKA,choroby układu krążenia - miażdżyca,31536
2016,38432992,POLSKA,choroby układu krążenia - miażdżyca,32335
2017,38433558,POLSKA,choroby układu krążenia - miażdżyca,33245
2018,38411148,POLSKA,choroby układu krążenia - miażdżyca,33418
2019,38382576,POLSKA,choroby układu krążenia - miażdżyca,28358
2020,38265013,POLSKA,choroby układu krążenia - miażdżyca,31203
1999,38263303,POLSKA,choroby układu oddechowego ogółem,17923
2000,38253955,POLSKA,choroby układu oddechowego ogółem,18310
2001,38242197,POLSKA,choroby układu oddechowego ogółem,15758
2002,38218531,POLSKA,choroby układu oddechowego ogółem,15537
2003,38190608,POLSKA,choroby układu oddechowego ogółem,17330
2004,38173835,POLSKA,choroby układu oddechowego ogółem,16872
2005,38157055,POLSKA,choroby układu oddechowego ogółem,18547
2006,38125479,POLSKA,choroby układu oddechowego ogółem,18467
2007,38115641,POLSKA,choroby układu oddechowego ogółem,19422
2008,38135876,POLSKA,choroby układu oddechowego ogółem,19297
2009,38167329,POLSKA,choroby układu oddechowego ogółem,20652
2010,38529866,POLSKA,choroby układu oddechowego ogółem,19333
2011,38538447,POLSKA,choroby układu oddechowego ogółem,19976
2012,38533299,POLSKA,choroby układu oddechowego ogółem,20148
2013,38495659,POLSKA,choroby układu oddechowego ogółem,22947
2014,38478602,POLSKA,choroby układu oddechowego ogółem,20371
2015,38437239,POLSKA,choroby układu oddechowego ogółem,24279
2016,38432992,POLSKA,choroby układu oddechowego ogółem,23013
2017,38433558,POLSKA,choroby układu oddechowego ogółem,26309
2018,38411148,POLSKA,choroby układu oddechowego ogółem,27561
2019,38382576,POLSKA,choroby układu oddechowego ogółem,27219
2020,38265013,POLSKA,choroby układu oddechowego ogółem,28732
1999,38263303,POLSKA,choroby układu oddechowego - zapalenia płuc, zapalenia oskrzeli, rozedma i astma,11666
2000,38253955,POLSKA,choroby układu oddechowego - zapalenia płuc, zapalenia oskrzeli, rozedma i astma,11521
2001,38242197,POLSKA,choroby układu oddechowego - zapalenia płuc, zapalenia oskrzeli, rozedma i astma,9240
2002,38218531,POLSKA,choroby układu oddechowego - zapalenia płuc, zapalenia oskrzeli, rozedma i astma,8705
2003,38190608,POLSKA,choroby układu oddechowego - zapalenia płuc, zapalenia oskrzeli, rozedma i astma,9186
2004,38173835,POLSKA,choroby układu oddechowego - zapalenia płuc, zapalenia oskrzeli, rozedma i astma,9016
2005,38157055,POLSKA,choroby układu oddechowego - zapalenia płuc, zapalenia oskrzeli, rozedma i astma,9994
2006,38125479,POLSKA,choroby układu oddechowego - zapalenia płuc, zapalenia oskrzeli, rozedma i astma,9882
2007,38115641,POLSKA,choroby układu oddechowego - zapalenia płuc, zapalenia oskrzeli, rozedma i astma,9957
2008,38135876,POLSKA,choroby układu oddechowego - zapalenia płuc, zapalenia oskrzeli, rozedma i astma,10042
2009,38167329,POLSKA,choroby układu oddechowego - zapalenia płuc, zapalenia oskrzeli, rozedma i astma,10322
2010,38529866,POLSKA,choroby układu oddechowego - zapalenia płuc, zapalenia oskrzeli, rozedma i astma,10117
2011,38538447,POLSKA,choroby układu oddechowego - zapalenia płuc, zapalenia oskrzeli, rozedma i astma,10552
2012,38533299,POLSKA,choroby układu oddechowego - zapalenia płuc, zapalenia oskrzeli, rozedma i astma,11652
2013,38495659,POLSKA,choroby układu oddechowego - zapalenia płuc, zapalenia oskrzeli, rozedma i astma,13981
2014,38478602,POLSKA,choroby układu oddechowego - zapalenia płuc, zapalenia oskrzeli, rozedma i astma,12767
2015,38437239,POLSKA,choroby układu oddechowego - zapalenia płuc, zapalenia oskrzeli, rozedma i astma,15283
2016,38432992,POLSKA,choroby układu oddechowego - zapalenia płuc, zapalenia oskrzeli, rozedma i astma,13895
2017,38433558,POLSKA,choroby układu oddechowego - zapalenia płuc, zapalenia oskrzeli, rozedma i astma,16633
2018,38411148,POLSKA,choroby układu oddechowego - zapalenia płuc, zapalenia oskrzeli, rozedma i astma,18519
2019,38382576,POLSKA,choroby układu oddechowego - zapalenia płuc, zapalenia oskrzeli, rozedma i astma,18885
2020,38265013,POLSKA,choroby układu oddechowego - zapalenia płuc, zapalenia oskrzeli, rozedma i astma,20487
1999,38263303,POLSKA,choroby układu trawiennego ogółem,14556
2000,38253955,POLSKA,choroby układu trawiennego ogółem,14653
2001,38242197,POLSKA,choroby układu trawiennego ogółem,14556
2002,38218531,POLSKA,choroby układu trawiennego ogółem,14772
2003,38190608,POLSKA,choroby układu trawiennego ogółem,14923
2004,38173835,POLSKA,choroby układu trawiennego ogółem,15658
2005,38157055,POLSKA,choroby układu trawiennego ogółem,16526
2006,38125479,POLSKA,choroby układu trawiennego ogółem,16291
2007,38115641,POLSKA,choroby układu trawiennego ogółem,16755
2008,38135876,POLSKA,choroby układu trawiennego ogółem,17079
2009,38167329,POLSKA,choroby układu trawiennego ogółem,16791
2010,38529866,POLSKA,choroby układu trawiennego ogółem,16235
2011,38538447,POLSKA,choroby układu trawiennego ogółem,16434
2012,38533299,POLSKA,choroby układu trawiennego ogółem,16563
2013,38495659,POLSKA,choroby układu trawiennego ogółem,16543
2014,38478602,POLSKA,choroby układu trawiennego ogółem,15397
2015,38437239,POLSKA,choroby układu trawiennego ogółem,14758
2016,38432992,POLSKA,choroby układu trawiennego ogółem,16049
2017,38433558,POLSKA,choroby układu trawiennego ogółem,16723
2018,38411148,POLSKA,choroby układu trawiennego ogółem,17309
2019,38382576,POLSKA,choroby układu trawiennego ogółem,17598
2020,38265013,POLSKA,choroby układu trawiennego ogółem,18811
1999,38263303,POLSKA,choroby układu trawiennego - choroba przewlekła wątroby i marskość wątroby,5988
2000,38253955,POLSKA,choroby układu trawiennego - choroba przewlekła wątroby i marskość wątroby,5680
2001,38242197,POLSKA,choroby układu trawiennego - choroba przewlekła wątroby i marskość wątroby,5446
2002,38218531,POLSKA,choroby układu trawiennego - choroba przewlekła wątroby i marskość wątroby,5355
2003,38190608,POLSKA,choroby układu trawiennego - choroba przewlekła wątroby i marskość wątroby,5373
2004,38173835,POLSKA,choroby układu trawiennego - choroba przewlekła wątroby i marskość wątroby,5974
2005,38157055,POLSKA,choroby układu trawiennego - choroba przewlekła wątroby i marskość wątroby,6443
2006,38125479,POLSKA,choroby układu trawiennego - choroba przewlekła wątroby i marskość wątroby,6702
2007,38115641,POLSKA,choroby układu trawiennego - choroba przewlekła wątroby i marskość wątroby,7429
2008,38135876,POLSKA,choroby układu trawiennego - choroba przewlekła wątroby i marskość wątroby,7722
2009,38167329,POLSKA,choroby układu trawiennego - choroba przewlekła wątroby i marskość wątroby,7246
2010,38529866,POLSKA,choroby układu trawiennego - choroba przewlekła wątroby i marskość wątroby,6760
2011,38538447,POLSKA,choroby układu trawiennego - choroba przewlekła wątroby i marskość wątroby,6818
2012,38533299,POLSKA,choroby układu trawiennego - choroba przewlekła wątroby i marskość wątroby,7043
2013,38495659,POLSKA,choroby układu trawiennego - choroba przewlekła wątroby i marskość wątroby,6694
2014,38478602,POLSKA,choroby układu trawiennego - choroba przewlekła wątroby i marskość wątroby,6390
2015,38437239,POLSKA,choroby układu trawiennego - choroba przewlekła wątroby i marskość wątroby,6497
2016,38432992,POLSKA,choroby układu trawiennego - choroba przewlekła wątroby i marskość wątroby,7103
2017,38433558,POLSKA,choroby układu trawiennego - choroba przewlekła wątroby i marskość wątroby,7136
2018,38411148,POLSKA,choroby układu trawiennego - choroba przewlekła wątroby i marskość wątroby,7684
2019,38382576,POLSKA,choroby układu trawiennego - choroba przewlekła wątroby i marskość wątroby,7849
2020,38265013,POLSKA,choroby układu trawiennego - choroba przewlekła wątroby i marskość wątroby,8416
1999,38263303,POLSKA,choroby skóry i tkanki podskórnej,45
2000,38253955,POLSKA,choroby skóry i tkanki podskórnej,60
2001,38242197,POLSKA,choroby skóry i tkanki podskórnej,39
2002,38218531,POLSKA,choroby skóry i tkanki podskórnej,33
2003,38190608,POLSKA,choroby skóry i tkanki podskórnej,43
2004,38173835,POLSKA,choroby skóry i tkanki podskórnej,33
2005,38157055,POLSKA,choroby skóry i tkanki podskórnej,36
2006,38125479,POLSKA,choroby skóry i tkanki podskórnej,47
2007,38115641,POLSKA,choroby skóry i tkanki podskórnej,43
2008,38135876,POLSKA,choroby skóry i tkanki podskórnej,35
2009,38167329,POLSKA,choroby skóry i tkanki podskórnej,49
2010,38529866,POLSKA,choroby skóry i tkanki podskórnej,57
2011,38538447,POLSKA,choroby skóry i tkanki podskórnej,86
2012,38533299,POLSKA,choroby skóry i tkanki podskórnej,145
2013,38495659,POLSKA,choroby skóry i tkanki podskórnej,171
2014,38478602,POLSKA,choroby skóry i tkanki podskórnej,209
2015,38437239,POLSKA,choroby skóry i tkanki podskórnej,249
2016,38432992,POLSKA,choroby skóry i tkanki podskórnej,290
2017,38433558,POLSKA,choroby skóry i tkanki podskórnej,380
2018,38411148,POLSKA,choroby skóry i tkanki podskórnej,409
2019,38382576,POLSKA,choroby skóry i tkanki podskórnej,492
2020,38265013,POLSKA,choroby skóry i tkanki podskórnej,622
1999,38263303,POLSKA,choroby układu kostnostawowego, mięśniowego i tkanki łącznej,600
2000,38253955,POLSKA,choroby układu kostnostawowego, mięśniowego i tkanki łącznej,593
2001,38242197,POLSKA,choroby układu kostnostawowego, mięśniowego i tkanki łącznej,565
2002,38218531,POLSKA,choroby układu kostnostawowego, mięśniowego i tkanki łącznej,516
2003,38190608,POLSKA,choroby układu kostnostawowego, mięśniowego i tkanki łącznej,625
2004,38173835,POLSKA,choroby układu kostnostawowego, mięśniowego i tkanki łącznej,577
2005,38157055,POLSKA,choroby układu kostnostawowego, mięśniowego i tkanki łącznej,556
2006,38125479,POLSKA,choroby układu kostnostawowego, mięśniowego i tkanki łącznej,500
2007,38115641,POLSKA,choroby układu kostnostawowego, mięśniowego i tkanki łącznej,522
2008,38135876,POLSKA,choroby układu kostnostawowego, mięśniowego i tkanki łącznej,511
2009,38167329,POLSKA,choroby układu kostnostawowego, mięśniowego i tkanki łącznej,517
2010,38529866,POLSKA,choroby układu kostnostawowego, mięśniowego i tkanki łącznej,473
2011,38538447,POLSKA,choroby układu kostnostawowego, mięśniowego i tkanki łącznej,538
2012,38533299,POLSKA,choroby układu kostnostawowego, mięśniowego i tkanki łącznej,564
2013,38495659,POLSKA,choroby układu kostnostawowego, mięśniowego i tkanki łącznej,612
2014,38478602,POLSKA,choroby układu kostnostawowego, mięśniowego i tkanki łącznej,588
2015,38437239,POLSKA,choroby układu kostnostawowego, mięśniowego i tkanki łącznej,534
2016,38432992,POLSKA,choroby układu kostnostawowego, mięśniowego i tkanki łącznej,579
2017,38433558,POLSKA,choroby układu kostnostawowego, mięśniowego i tkanki łącznej,571
2018,38411148,POLSKA,choroby układu kostnostawowego, mięśniowego i tkanki łącznej,564
2019,38382576,POLSKA,choroby układu kostnostawowego, mięśniowego i tkanki łącznej,573
2020,38265013,POLSKA,choroby układu kostnostawowego, mięśniowego i tkanki łącznej,644
1999,38263303,POLSKA,choroby układu moczowo-płciowego,4135
2000,38253955,POLSKA,choroby układu moczowo-płciowego,4137
2001,38242197,POLSKA,choroby układu moczowo-płciowego,4062
2002,38218531,POLSKA,choroby układu moczowo-płciowego,4000
2003,38190608,POLSKA,choroby układu moczowo-płciowego,4042
2004,38173835,POLSKA,choroby układu moczowo-płciowego,4184
2005,38157055,POLSKA,choroby układu moczowo-płciowego,4539
2006,38125479,POLSKA,choroby układu moczowo-płciowego,4695
2007,38115641,POLSKA,choroby układu moczowo-płciowego,4628
2008,38135876,POLSKA,choroby układu moczowo-płciowego,4766
2009,38167329,POLSKA,choroby układu moczowo-płciowego,5053
2010,38529866,POLSKA,choroby układu moczowo-płciowego,5145
2011,38538447,POLSKA,choroby układu moczowo-płciowego,5219
2012,38533299,POLSKA,choroby układu moczowo-płciowego,4971
2013,38495659,POLSKA,choroby układu moczowo-płciowego,4296
2014,38478602,POLSKA,choroby układu moczowo-płciowego,2845
2015,38437239,POLSKA,choroby układu moczowo-płciowego,3026
2016,38432992,POLSKA,choroby układu moczowo-płciowego,3575
2017,38433558,POLSKA,choroby układu moczowo-płciowego,3931
2018,38411148,POLSKA,choroby układu moczowo-płciowego,4637
2019,38382576,POLSKA,choroby układu moczowo-płciowego,4520
2020,38265013,POLSKA,choroby układu moczowo-płciowego,5410
1999,38263303,POLSKA,ciąża, poród i połóg,21
2000,38253955,POLSKA,ciąża, poród i połóg,30
2001,38242197,POLSKA,ciąża, poród i połóg,13
2002,38218531,POLSKA,ciąża, poród i połóg,19
2003,38190608,POLSKA,ciąża, poród i połóg,14
2004,38173835,POLSKA,ciąża, poród i połóg,17
2005,38157055,POLSKA,ciąża, poród i połóg,11
2006,38125479,POLSKA,ciąża, poród i połóg,11
2007,38115641,POLSKA,ciąża, poród i połóg,11
